WD11CD,express_coverage,superstore_coverage,extra_coverage,total_coverage,overlap_index,unique_types
E05000395,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000396,100.0,100.0,100.0,100.0,200.0,3.0
E05000397,100.0,100.0,100.0,100.0,200.0,3.0
E05000398,100.0,100.0,100.0,100.0,200.0,3.0
E05000399,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000400,99.99999999999997,99.99999999999997,94.20922057180944,99.99999999999997,194.20922057180942,2.999999999999999
E05000401,100.0,100.0,100.0,100.0,200.0,3.0
E05000402,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0000000000000004
E05000403,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000404,99.99999999999999,99.99999999999999,0.0,99.99999999999999,99.99999999999999,2.0
E05000405,99.84638766442698,99.77656387553016,0.0,99.84638766442698,99.77656387553016,2.0
E05000406,100.0,100.0,100.0,100.0,200.0,3.000000000000001
E05000407,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000408,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000409,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000410,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000411,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000412,100.0,100.0,98.46420588162165,100.0,198.46420588162164,3.000000000000001
E05000413,99.99999999999999,99.99999999999999,50.261423732937445,99.99999999999999,150.26142373293743,2.8094657175846693
E05000414,100.0,100.0,6.328536270819665,100.0,106.32853627081967,2.229455551350846
E05000415,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.000000000000001
E05000416,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000417,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000418,100.0,100.0,100.0,100.0,200.0,2.999999999999999
E05000419,100.0,100.0,100.0,100.0,200.0,3.0
E05000420,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.999999999999999
E05000421,100.0,100.0,100.0,100.0,200.0,3.0
E05000422,100.0,100.0,100.0,100.0,200.0,3.0
E05000423,100.0,100.0,100.0,100.0,200.0,3.0
E05000424,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,2.9999999999999996
E05000425,100.0,100.0,100.0,100.0,200.0,3.0
E05000426,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000427,100.0,100.0,100.0,100.0,200.0,3.0
E05000428,100.0,100.0,100.0,100.0,200.0,3.0
E05000429,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000430,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000431,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000432,99.99999999999999,99.99999999999999,99.99999999999999,99.99999999999999,199.99999999999997,3.0
E05000433,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.0
E05000434,100.0,100.0,100.0,100.0,200.0,2.999999999999999
E05000435,100.00000000000001,100.00000000000001,100.00000000000001,100.00000000000001,200.00000000000003,3.000000000000001
E05000436,100.0,100.0,100.0,100.0,200.0,3.0000000000000004
E05000437,100.0,100.0,100.0,100.0,200.0,3.0000000000000004
E05000438,100.0,100.0,100.0,100.0,200.0,3.0
E05000439,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000440,100.0,100.0,100.0,100.0,200.0,2.9999999999999996
E05000441,100.00000000000003,100.00000000000003,100.00000000000003,100.00000000000003,200.00000000000006,3.000000000000001
E05000442,100.0,100.0,100.0,100.0,200.0,3.0
