"WD11CD","express_coverage","extra_coverage","superstore_coverage","total_coverage","overlap_index","unique_types"
"E05000360",93.2617855806392,64.2896575535665,0,99.9999999999955,57.5514431342102,2
"E05000361",63.7984540922361,0,0,63.7984540922361,0,1
"E05000362",89.8540679748284,77.5517920170709,0,100.000000000003,67.4058599918968,2
"E05000363",48.8287859776453,49.0602944518012,0,68.2162491764996,29.6728312529469,2
"E05000364",72.2444912566535,38.0395133157992,0,75.4620373401648,34.8219672322879,2
"E05000365",80.2275829990079,0,0,80.2275829990079,0,1
"E05000366",100.000000000001,0,0,100.000000000001,0,1
"E05000367",100.000000000005,0,0,100.000000000005,0,1
"E05000368",99.9999999999925,0,0,99.9999999999925,0,1
"E05000369",99.9999999999957,0,0,99.9999999999957,0,1
"E05000370",100.000000000005,0,0,100.000000000005,0,1
"E05000371",99.9999999999873,0,92.8661748665013,99.9999999999873,92.8661748665013,2
"E05000372",99.9999999999901,0,0,99.9999999999901,0,1
"E05000373",100.000000000001,0,25.3372189923603,100.000000000001,25.3372189923603,2
"E05000374",100.000000000014,0,61.5358586853967,100.000000000014,61.5358586853967,2
"E05000375",100,0,0,100,0,1
"E05000376",100.000000000001,0,2.15401199880672,100.000000000001,2.15401199880671,2
"E05000377",99.9999999999889,0,0,99.9999999999889,0,1
