lsoa_code,imd_score,income,employment,education,health,crime,barriers,living_environment
E01029610,10.75,0.058,0.079,5.704,-0.06,-0.165,8.502,33.083
E01029612,11.098,0.073,0.085,10.255,-0.067,0.257,6.021,13.738
E01029553,32.978,0.222,0.219,39.771,1.051,0.318,10.275,8.774
E01029554,64.633,0.399,0.34,65.31,2.175,1.193,17.028,8.51
E01029566,47.04,0.32,0.215,87.7,1.325,-0.091,20.965,13.947
E01029567,23.781,0.14,0.15,27.24,0.737,0.549,7.657,16.034
E01029598,26.494,0.174,0.14,33.445,0.953,0.599,14.116,10.13
E01029599,28.818,0.191,0.161,24.754,1.112,0.426,21.138,15.628
E01029555,23.18,0.146,0.119,34.054,0.41,0.613,14.667,20.866
E01029578,22.409,0.129,0.164,14.269,0.823,0.105,13.013,21.309
E01029602,27.792,0.124,0.114,13.723,0.604,1.458,13.521,53.129
E01029603,23.952,0.158,0.169,15.851,0.616,0.301,9.894,27.085
E01029604,37.707,0.211,0.206,20.968,1.473,1.182,15.816,32.208
E01029576,3.469,0.013,0.009,3.896,-1.18,-0.42,14.272,16.14
E01029593,36.425,0.24,0.207,50.87,1.156,0.17,23.676,7.967
E01029594,21.895,0.136,0.153,27.766,0.633,0.154,2.84,13.034
E01029557,7.693,0.049,0.062,7.065,-0.515,-0.552,20.177,17.752
E01029573,5.301,0.059,0.058,5.7,-0.274,-1.969,11.877,5.355
E01029574,13.321,0.115,0.096,12.932,-0.128,-0.536,16.688,15.151
E01029575,22.886,0.2,0.176,23.731,0.539,-0.789,4.409,7.88
E01029549,26.032,0.178,0.169,37.88,0.662,0.268,5.836,10.595
E01029551,7.634,0.056,0.058,4.546,-0.302,0.092,15.077,13.01
E01029591,33.817,0.238,0.248,31.73,1.014,0.12,4.052,10.966
E01029600,6.928,0.051,0.071,5.19,-0.286,-0.649,12.637,12.915
E01029605,7.034,0.049,0.082,2.869,-0.217,-0.407,11.252,8.146
E01029607,18.221,0.125,0.133,15.146,0.449,0.012,10.566,16.209
E01029589,3.345,0.029,0.035,2.722,-0.369,-1.598,18.76,2.442
E01029590,9.681,0.07,0.092,11.171,0.031,-0.551,10.511,4.262
E01029601,7.663,0.072,0.065,4.162,-0.264,-0.352,15.124,9.481
E01029606,1.723,0.019,0.03,0.365,-0.878,-1.372,14.262,4.488
E01029608,7.355,0.038,0.087,1.753,-0.276,-1.059,22.669,5.87
E01033257,6.379,0.051,0.063,4.16,-0.458,-0.557,19.524,7.454
E01029569,17.921,0.09,0.119,9.557,0.262,-0.474,35.126,16.997
E01029570,10.65,0.043,0.056,3.61,-0.384,-0.629,37.109,22.851
E01029571,14.517,0.102,0.095,7.723,-0.09,-0.628,30.961,15.327
E01029572,4.736,0.036,0.058,2.862,-0.752,-1.154,22.857,3.72
E01003543,23.055,0.169,0.109,12.043,-0.277,0.73,35.857,24.846
E01003544,33.422,0.206,0.124,24.568,0.268,1.267,38.742,38.128
E01003546,34.465,0.241,0.149,18.25,0.241,1.214,42.916,25.648
E01003550,29.268,0.211,0.13,18.783,0.432,0.451,38.447,30.846
E01003576,43.204,0.266,0.19,22.55,0.661,1.385,48.174,33.533
E01003581,32.217,0.202,0.117,25.118,-0.029,1.047,45.187,35.658
E01003582,35.626,0.25,0.155,28.611,0.168,0.902,42.677,32.327
E01003583,31.101,0.202,0.122,20.446,0.414,0.719,41.711,36.752
E01003578,34.496,0.21,0.107,27.335,0.186,1.197,46.567,39.247
E01003584,30.102,0.2,0.137,14.471,0.119,1.223,35.579,30.442
E01003586,29.711,0.193,0.123,23.932,-0.107,0.683,41.492,38.432
E01003590,48.171,0.307,0.199,23.945,1.074,1.615,46.11,32.107
E01003579,31.545,0.21,0.129,28.981,-0.064,0.754,40.778,37.842
E01003585,32.167,0.237,0.129,30.234,0.224,0.476,43.279,28.154
E01003587,30.961,0.22,0.119,16.036,0.269,0.738,45.762,31.352
E01003591,37.424,0.24,0.142,25.697,0.397,0.716,48.372,46.228
E01003528,35.293,0.269,0.151,21.804,0.541,0.599,47.117,20.701
E01003575,32.083,0.228,0.129,28.073,0.092,1.0,39.942,26.146
E01003577,53.806,0.389,0.24,24.832,0.917,1.152,52.432,26.872
E01003580,37.747,0.249,0.16,26.966,-0.09,1.222,44.528,39.099
E01003545,35.52,0.219,0.147,24.531,0.532,1.371,39.875,26.758
E01003548,29.288,0.172,0.1,20.952,0.207,1.34,37.699,31.154
E01003549,31.068,0.166,0.113,16.378,0.459,1.407,41.49,29.324
E01003557,40.081,0.228,0.167,16.622,0.43,1.595,48.142,37.995
E01003547,20.815,0.133,0.114,9.976,-0.081,0.785,28.735,24.401
E01003555,27.477,0.165,0.108,15.415,-0.018,1.241,35.77,35.095
E01003561,25.59,0.158,0.094,19.574,-0.109,0.666,44.35,29.261
E01003567,32.586,0.25,0.13,23.514,0.15,0.492,45.965,30.093
E01003556,42.069,0.21,0.142,25.685,0.624,1.733,46.465,51.989
E01003558,42.439,0.245,0.178,24.522,0.938,1.158,46.37,40.455
E01003570,32.66,0.23,0.131,24.692,0.12,0.514,45.939,36.157
E01003571,29.559,0.207,0.122,20.956,0.143,0.396,45.96,28.645
E01003572,30.491,0.223,0.138,19.963,0.263,0.385,41.196,32.846
E01003551,35.372,0.212,0.141,18.127,0.925,0.889,45.09,32.958
E01003553,38.949,0.261,0.166,15.316,0.613,1.235,44.254,36.87
E01003554,23.998,0.151,0.102,12.215,-0.06,0.822,33.237,38.922
E01003559,23.597,0.138,0.085,11.222,0.03,0.93,36.055,38.595
E01003529,25.301,0.163,0.086,18.268,-0.041,0.454,44.839,34.499
E01003530,23.645,0.17,0.093,15.49,-0.089,0.409,40.843,28.732
E01003531,31.263,0.203,0.109,15.132,-0.072,1.27,44.639,36.112
E01003532,28.621,0.176,0.099,15.808,-0.023,1.096,38.727,44.207
E01003534,30.328,0.2,0.122,21.085,-0.009,0.532,44.596,40.605
E01003533,29.783,0.211,0.123,18.31,0.141,0.612,41.012,37.633
E01003560,26.598,0.174,0.116,22.342,-0.186,0.456,43.48,27.696
E01003563,29.242,0.194,0.116,26.618,-0.082,0.66,44.476,28.56
E01003588,29.616,0.212,0.117,20.059,0.099,0.364,46.626,31.472
E01003589,27.8,0.216,0.103,18.314,0.095,0.537,42.447,28.512
E01003616,32.489,0.192,0.123,15.186,0.364,1.514,37.8,36.083
E01003617,32.021,0.168,0.102,12.277,0.251,1.471,40.611,50.362
E01003618,27.669,0.151,0.08,9.844,-0.368,1.501,33.714,57.063
E01003619,40.998,0.25,0.157,12.494,0.641,1.346,48.685,47.978
E01003615,28.821,0.201,0.116,15.93,0.22,0.898,37.331,35.122
E01033578,38.595,0.223,0.102,17.611,0.536,1.158,46.318,67.526
E01033579,21.706,0.085,0.051,2.558,-0.071,0.611,45.752,55.505
E01033583,31.541,0.164,0.097,13.434,0.235,2.252,41.471,31.701
E01033586,37.451,0.261,0.144,15.996,0.46,0.523,47.895,53.075
E01003562,28.256,0.177,0.114,18.628,-0.203,0.877,45.283,29.445
E01003564,31.601,0.202,0.126,19.932,0.149,1.053,45.532,27.049
E01003565,28.174,0.183,0.093,18.368,0.209,0.554,45.399,37.748
E01003566,35.608,0.206,0.127,25.072,0.302,1.168,47.378,39.147
E01003625,32.788,0.179,0.121,22.86,0.163,1.105,49.518,31.527
E01003626,24.528,0.145,0.093,14.484,0.025,0.884,41.195,27.596
E01003627,27.679,0.204,0.102,25.505,0.017,0.626,38.752,30.281
E01003628,22.838,0.15,0.084,13.082,-0.072,0.7,40.105,28.752
E01003629,30.77,0.203,0.102,21.266,0.248,0.737,44.869,39.296
E01003552,30.888,0.218,0.139,16.542,0.209,0.666,40.611,36.653
E01003596,29.798,0.202,0.111,16.764,0.378,0.942,40.082,32.515
E01003597,27.29,0.179,0.121,17.442,-0.046,0.897,40.826,24.09
E01003635,27.444,0.149,0.113,13.465,-0.123,1.586,32.712,34.307
E01003568,26.189,0.189,0.101,17.461,0.037,0.657,40.03,29.158
E01003569,32.241,0.197,0.099,19.461,0.021,1.276,48.105,35.265
E01003573,26.314,0.178,0.102,21.534,0.169,0.385,42.91,25.802
E01003574,29.044,0.194,0.11,17.576,0.056,0.627,42.485,42.207
E01003520,30.616,0.179,0.082,19.845,-0.026,1.67,44.762,28.724
E01003521,33.546,0.129,0.077,22.788,-0.092,1.637,48.017,59.155
E01003522,31.085,0.194,0.12,19.878,0.154,0.772,43.94,41.577
E01003525,31.647,0.181,0.079,20.351,-0.337,1.44,45.674,48.48
E01003526,31.536,0.188,0.124,20.936,0.329,0.698,45.586,38.458
E01003488,49.601,0.354,0.227,32.485,0.684,1.342,45.848,23.337
E01003489,38.517,0.279,0.15,30.334,0.541,0.798,48.452,25.355
E01003490,35.535,0.236,0.136,26.009,-0.001,1.282,44.926,31.556
E01003524,33.082,0.202,0.113,28.805,-0.056,0.877,44.897,46.884
E01003631,31.183,0.223,0.122,15.434,0.468,0.439,35.667,52.703
E01003632,24.082,0.172,0.111,19.564,-0.21,0.402,34.391,33.188
E01003633,44.12,0.324,0.231,27.377,0.706,0.486,46.589,24.433
E01003634,36.888,0.276,0.172,23.395,0.516,0.76,44.718,20.721
E01003636,38.794,0.289,0.154,20.873,0.285,1.285,45.131,29.173
E01003598,38.189,0.307,0.183,19.395,0.352,0.424,45.042,33.336
E01003600,39.845,0.287,0.174,27.026,0.419,1.145,43.261,28.671
E01003630,33.594,0.241,0.133,20.14,0.23,0.954,43.944,32.247
E01003637,26.816,0.179,0.104,12.462,0.143,1.045,35.2,35.88
E01003491,30.862,0.208,0.106,18.78,-0.168,1.099,44.22,38.351
E01003592,32.614,0.204,0.117,21.167,0.306,1.392,39.117,32.533
E01003599,35.538,0.244,0.139,23.059,0.3,1.104,46.02,28.484
E01003606,32.704,0.195,0.116,27.758,0.181,1.3,36.426,41.295
E01003535,48.924,0.327,0.213,42.281,0.96,0.896,48.195,29.499
E01003536,30.968,0.218,0.11,24.314,0.103,1.114,35.239,38.659
E01003621,24.92,0.161,0.082,26.06,0.14,0.365,39.724,33.01
E01003622,38.486,0.209,0.165,31.223,0.284,1.335,44.972,37.086
E01003623,39.653,0.284,0.165,31.036,0.692,0.884,43.305,28.974
E01003523,35.207,0.231,0.147,21.69,0.453,0.998,42.828,35.591
E01003527,25.413,0.137,0.096,17.21,-0.267,1.395,31.509,36.969
E01003537,26.991,0.181,0.105,17.443,-0.074,1.109,32.722,37.013
E01003542,40.136,0.272,0.181,30.9,0.581,0.973,42.095,33.266
E01003624,35.951,0.271,0.164,25.703,0.343,0.866,37.729,33.174
E01003492,26.567,0.164,0.091,18.21,-0.36,1.112,38.981,38.163
E01003493,29.337,0.18,0.112,21.404,0.036,1.063,41.243,31.627
E01003494,24.638,0.156,0.088,19.877,-0.398,1.174,32.235,35.559
E01003495,20.38,0.135,0.081,15.222,-0.436,0.93,29.211,31.332
E01003594,35.58,0.243,0.163,18.478,0.564,0.889,41.077,35.407
E01003595,36.894,0.254,0.15,20.266,0.793,0.956,42.288,32.826
E01003602,26.909,0.171,0.109,19.883,0.266,0.625,38.522,33.067
E01003607,36.504,0.25,0.145,16.794,0.463,1.122,43.761,38.817
E01003496,32.694,0.215,0.167,16.731,0.28,0.915,43.329,23.371
E01003498,36.236,0.253,0.169,23.365,0.338,1.02,43.343,24.849
E01003500,40.838,0.26,0.174,22.719,1.036,1.221,41.168,31.447
E01003593,35.722,0.28,0.19,18.017,0.598,0.131,43.625,23.688
E01003601,39.597,0.281,0.179,25.954,0.589,1.258,35.118,34.263
E01003603,27.808,0.211,0.11,22.284,0.12,0.556,35.198,36.105
E01003605,30.296,0.222,0.122,24.815,0.09,0.448,42.358,33.73
E01003608,24.984,0.139,0.091,12.591,-0.234,1.088,34.091,47.53
E01003538,35.946,0.262,0.153,24.7,0.432,0.747,42.667,34.193
E01003539,29.311,0.212,0.113,21.838,0.13,0.907,36.152,34.128
E01003540,42.199,0.252,0.169,30.928,0.911,1.14,45.99,36.572
E01003541,26.324,0.192,0.102,21.211,-0.146,0.454,41.426,31.086
E01003499,44.326,0.293,0.19,26.966,0.627,1.227,48.195,35.015
E01003501,39.712,0.294,0.185,28.034,0.33,1.03,41.653,28.702
E01003502,41.562,0.288,0.15,25.595,0.482,1.458,42.936,40.408
E01003503,56.389,0.358,0.272,25.08,0.88,1.96,45.417,35.485
E01003507,35.71,0.223,0.155,22.315,0.584,1.122,36.118,41.756
E01003508,41.585,0.274,0.151,27.939,0.42,1.574,44.357,37.298
E01003509,39.572,0.261,0.16,27.075,0.315,0.847,39.359,60.569
E01003604,35.035,0.234,0.138,26.543,0.452,1.095,37.597,37.772
E01003483,40.178,0.285,0.194,32.141,0.71,0.684,44.29,21.305
E01003484,21.19,0.152,0.083,12.137,0.082,0.391,37.22,25.937
E01003516,45.982,0.328,0.206,30.121,0.713,1.251,43.478,28.415
E01003518,24.167,0.157,0.094,15.334,-0.134,0.958,39.168,23.809
E01003519,33.298,0.19,0.137,25.243,0.577,1.196,38.233,30.345
E01003480,21.358,0.149,0.09,18.31,-0.225,0.221,41.303,19.388
E01003482,25.494,0.165,0.092,10.984,0.218,0.77,44.987,24.431
E01003486,57.072,0.412,0.258,26.67,1.341,1.333,44.308,22.17
E01003487,44.846,0.332,0.232,29.331,1.109,0.371,41.581,20.362
E01003497,40.114,0.278,0.183,31.619,0.83,1.105,36.579,25.568
E01003506,43.464,0.306,0.21,25.164,0.993,0.881,42.438,27.206
E01033574,17.104,0.025,0.01,19.787,0.066,0.241,46.486,31.03
E01033575,17.29,0.03,0.012,5.757,0.126,0.321,42.416,51.701
E01033576,25.491,0.132,0.065,18.144,0.38,1.032,44.148,28.224
E01033584,45.433,0.351,0.186,26.981,0.725,1.109,45.209,27.07
E01033585,45.234,0.3,0.188,23.732,0.68,1.425,45.949,38.648
E01003479,34.002,0.189,0.135,18.151,-0.034,1.404,50.076,27.958
E01003481,31.576,0.202,0.124,21.782,0.577,0.216,53.107,20.25
E01003485,27.592,0.174,0.104,16.055,0.159,1.196,39.282,23.955
E01003513,24.81,0.14,0.088,15.085,-0.394,1.212,42.989,24.227
E01003511,45.214,0.332,0.182,32.203,0.784,1.129,47.122,22.517
E01003512,41.75,0.26,0.187,29.731,0.651,1.778,34.801,30.479
E01003514,43.816,0.26,0.201,26.629,1.159,1.562,40.009,20.73
E01003515,53.416,0.367,0.216,26.115,1.128,2.069,43.603,28.645
E01003517,50.894,0.364,0.203,23.667,1.32,1.899,36.462,27.159
E01003609,28.967,0.242,0.135,12.989,0.386,0.358,38.211,25.269
E01003611,38.675,0.327,0.194,20.405,0.372,0.027,46.182,26.225
E01033577,18.546,0.144,0.072,14.421,-0.104,0.546,32.416,17.639
E01033580,10.53,0.033,0.025,9.04,-0.16,0.392,28.694,22.395
E01033581,34.87,0.242,0.159,14.831,0.502,0.922,44.257,29.811
E01033582,15.617,0.056,0.028,3.97,-0.264,0.477,43.936,35.526
E01020111,42.307,0.251,0.205,53.721,1.052,1.222,19.361,30.524
E01020112,54.175,0.33,0.261,37.826,1.498,1.066,19.07,66.503
E01020114,29.07,0.168,0.158,29.47,0.508,0.709,19.473,39.857
E01020115,18.781,0.078,0.086,22.52,0.021,-0.673,33.226,41.432
E01020099,17.924,0.102,0.109,21.001,-0.066,-0.502,22.033,35.854
E01020100,23.724,0.13,0.09,20.611,-0.176,-0.223,41.57,47.865
E01020101,20.778,0.156,0.13,22.009,0.223,-0.567,20.637,25.963
E01020126,22.233,0.098,0.08,25.948,-0.371,0.111,31.56,59.012
E01020113,42.008,0.24,0.214,32.531,0.922,1.359,15.634,54.334
E01020116,25.247,0.165,0.149,25.996,0.323,0.165,11.445,43.177
E01020117,19.75,0.096,0.102,23.821,-0.069,-0.306,35.476,28.752
E01020118,27.377,0.193,0.154,37.604,0.458,-0.339,25.601,22.978
E01020090,5.886,0.059,0.054,7.444,-0.643,-1.137,18.623,8.694
E01020108,14.644,0.071,0.06,18.617,-0.707,-0.258,34.321,33.966
E01020109,11.141,0.046,0.046,6.822,-0.933,-0.431,22.326,53.862
E01020089,8.514,0.078,0.069,11.814,-0.615,-0.796,10.59,18.535
E01020091,9.432,0.059,0.049,20.411,-0.621,-0.882,22.46,20.219
E01020092,7.769,0.066,0.073,15.164,-0.272,-1.447,11.715,4.491
E01020093,17.758,0.134,0.093,16.579,0.091,-0.056,13.679,37.227
E01020110,10.738,0.058,0.044,21.288,-0.427,-0.92,33.288,10.249
E01020088,20.031,0.095,0.052,12.149,-0.714,-0.539,44.213,60.111
E01020120,8.688,0.05,0.059,6.559,-0.296,-0.378,25.343,14.749
E01020127,20.724,0.061,0.052,8.787,-0.636,-0.781,50.441,65.975
E01020132,13.917,0.093,0.078,17.819,-0.076,-0.395,20.871,24.749
E01020133,8.765,0.052,0.051,5.481,-0.455,-1.002,34.995,9.691
E01020134,25.869,0.187,0.138,40.376,0.62,-0.703,22.103,19.83
E01020139,33.839,0.2,0.172,44.511,1.002,0.529,16.334,35.624
E01020094,52.676,0.317,0.271,41.174,1.749,0.978,20.485,45.967
E01020095,31.395,0.183,0.159,40.027,0.772,0.431,16.341,43.028
E01020140,21.532,0.096,0.109,19.8,0.523,1.023,22.087,18.204
E01020141,36.081,0.268,0.175,52.112,0.76,0.664,26.28,8.397
E01020096,32.568,0.169,0.182,31.293,0.929,1.181,14.759,27.326
E01020123,21.3,0.157,0.131,35.447,0.4,-0.238,12.298,12.103
E01020124,13.749,0.083,0.085,12.493,0.033,0.091,19.613,21.52
E01020125,6.44,0.061,0.069,8.834,-0.464,-1.154,14.409,5.016
E01020102,9.436,0.076,0.056,17.169,-0.232,-1.532,25.394,2.911
E01020103,41.38,0.292,0.221,64.449,0.946,0.485,17.251,14.17
E01020104,33.747,0.222,0.126,61.358,0.808,-0.021,35.866,12.923
E01020128,8.236,0.051,0.077,4.329,-0.16,0.286,8.725,8.176
E01020129,23.5,0.18,0.142,25.628,0.744,-0.011,15.367,11.807
E01020130,23.599,0.139,0.13,13.99,0.845,0.01,11.233,46.194
E01020105,13.335,0.104,0.099,23.791,0.054,-1.072,13.201,5.262
E01020106,11.419,0.089,0.086,8.428,0.014,-1.625,25.846,5.478
E01020107,9.132,0.092,0.081,13.201,-0.221,-1.218,10.303,3.974
E01020119,16.641,0.083,0.077,11.377,-0.298,-0.858,39.148,36.681
E01020084,19.21,0.131,0.113,28.263,0.197,-0.883,30.051,6.631
E01020085,11.318,0.064,0.061,18.687,-0.315,-1.09,35.529,0.953
E01020086,8.247,0.07,0.061,10.691,-0.241,-0.537,19.71,5.186
E01020121,14.084,0.081,0.068,13.208,-0.254,-0.304,24.446,38.34
E01020122,18.921,0.08,0.059,14.043,-0.552,-0.444,46.403,46.165
E01020097,21.818,0.072,0.061,17.738,-0.878,-1.063,48.837,64.408
E01020131,25.956,0.093,0.081,20.063,-0.425,-0.657,50.717,66.216
E01020135,23.636,0.164,0.14,34.489,0.716,-0.473,14.572,17.411
E01020136,14.951,0.12,0.095,20.96,0.058,-1.379,15.313,20.74
E01020137,19.729,0.137,0.098,30.494,0.135,-0.455,12.509,38.513
E01020087,22.682,0.089,0.065,17.754,-0.357,-1.112,46.361,63.891
E01020098,20.143,0.096,0.095,11.681,-0.686,-1.205,34.547,62.262
E01020138,23.905,0.114,0.091,22.228,-0.311,-1.108,39.012,62.474
E01020443,16.932,0.123,0.093,31.318,0.112,-0.028,18.632,6.852
E01020447,15.005,0.112,0.088,32.571,-0.394,-1.325,24.516,8.789
E01020463,3.717,0.035,0.041,9.081,-1.053,-0.838,17.516,1.169
E01020464,7.217,0.068,0.062,18.208,-0.627,-0.8,12.75,1.791
E01020440,13.089,0.062,0.062,10.065,-1.236,-1.176,37.586,37.9
E01020450,8.623,0.065,0.05,17.04,-1.354,-1.289,29.298,9.57
E01020462,16.219,0.057,0.055,10.036,-1.025,-0.771,47.926,43.319
E01033156,8.071,0.071,0.048,20.555,-0.786,-1.489,21.521,7.735
E01033158,9.319,0.042,0.05,9.268,-1.131,-1.285,39.357,13.446
E01020454,19.528,0.144,0.119,29.074,-0.127,-0.315,25.519,12.845
E01020455,10.872,0.109,0.072,14.298,-0.873,-0.335,24.299,2.137
E01020456,16.382,0.108,0.087,28.27,-0.492,-0.567,29.354,18.235
E01020457,6.592,0.047,0.05,8.183,-1.205,-0.373,23.121,13.03
E01020433,14.895,0.061,0.053,18.399,-0.689,-1.472,44.278,30.162
E01020434,13.075,0.106,0.093,23.604,-0.239,-2.333,12.619,16.517
E01020449,14.027,0.085,0.102,10.555,-0.439,-1.845,30.742,22.349
E01020458,9.232,0.06,0.047,11.615,-1.174,-0.753,33.64,13.732
E01020459,20.589,0.131,0.104,31.778,-0.05,-0.584,34.38,16.598
E01020444,18.894,0.108,0.107,25.186,-0.359,-0.902,36.095,22.57
E01020445,17.231,0.037,0.047,21.094,-0.795,-1.433,59.357,35.196
E01020446,8.145,0.052,0.067,6.218,-1.119,-0.451,23.269,20.256
E01020460,19.235,0.056,0.065,16.812,-0.566,0.103,47.542,42.088
E01020442,14.421,0.058,0.057,8.456,-0.873,-0.399,47.638,25.38
E01020452,17.056,0.096,0.084,34.886,-0.782,-1.288,39.923,8.678
E01020453,14.167,0.075,0.073,9.174,-0.876,-1.049,48.275,8.958
E01033154,6.269,0.01,0.013,12.488,-1.599,-2.629,35.276,4.563
E01033159,14.849,0.037,0.035,13.589,-0.954,-0.728,52.691,29.766
E01020435,7.994,0.047,0.057,14.929,-0.7,-1.166,28.903,4.815
E01020436,12.729,0.093,0.065,18.732,-0.823,-0.942,38.23,0.524
E01020437,13.62,0.094,0.088,31.052,-0.614,-0.737,24.049,5.171
E01020438,22.215,0.152,0.131,22.434,0.038,0.167,23.432,29.584
E01020439,17.103,0.158,0.096,17.191,0.098,-0.318,22.076,13.443
E01020430,11.461,0.067,0.091,12.531,-0.404,-0.942,26.763,12.86
E01020431,18.943,0.059,0.075,23.951,-0.585,-0.778,45.07,41.459
E01020432,17.442,0.083,0.06,20.716,-0.443,-1.038,49.476,20.496
E01020441,16.236,0.093,0.071,15.772,-0.321,-0.499,36.887,29.488
E01020448,17.581,0.068,0.062,16.756,-0.83,-1.102,47.988,39.649
E01019801,12.333,0.088,0.1,23.189,-0.46,-0.817,17.396,8.109
E01019802,13.223,0.124,0.101,13.234,-0.225,-0.089,3.553,12.49
E01019803,21.067,0.153,0.147,41.505,-0.138,-0.03,8.458,9.737
E01019804,8.127,0.065,0.061,17.69,-0.608,-0.417,18.143,3.992
E01019805,6.902,0.048,0.052,13.417,-0.568,-0.303,19.828,4.758
E01019806,8.753,0.08,0.07,16.845,-0.819,-0.018,6.772,6.402
E01019807,29.176,0.229,0.18,50.097,0.516,0.152,8.062,4.488
E01019778,6.074,0.057,0.063,6.584,-0.539,-1.526,11.402,14.864
E01019779,5.81,0.051,0.074,9.153,-0.465,-1.708,4.409,7.861
E01019790,8.111,0.056,0.076,15.064,-0.263,-0.711,12.681,6.611
E01019816,14.283,0.091,0.09,13.368,-0.025,-0.778,29.182,15.571
E01019780,18.437,0.159,0.137,21.004,0.501,-0.941,6.626,6.911
E01019781,9.318,0.092,0.081,8.758,-0.186,-0.692,9.136,9.086
E01019782,16.354,0.129,0.134,11.443,0.417,-0.682,3.731,14.519
E01019786,13.296,0.108,0.111,13.767,-0.005,-0.36,4.748,11.37
E01019827,19.955,0.128,0.112,27.422,-0.162,-0.206,30.387,19.356
E01019770,13.552,0.094,0.07,11.528,-0.709,-0.45,35.281,19.241
E01019787,5.655,0.055,0.065,6.872,-0.841,-0.796,3.118,14.366
E01019788,8.458,0.062,0.083,4.526,-0.039,-0.758,13.256,11.919
E01019794,3.66,0.033,0.055,2.119,-0.813,-1.944,13.13,12.433
E01019783,2.19,0.022,0.036,5.471,-0.853,-1.428,11.099,3.967
E01019784,6.763,0.041,0.064,8.734,-0.188,-1.196,21.437,3.714
E01019785,3.181,0.033,0.034,3.797,-0.898,-1.561,21.363,2.396
E01019793,4.613,0.045,0.069,4.248,-0.713,-1.249,15.193,1.746
E01019795,7.842,0.068,0.064,9.191,-0.376,-1.333,17.854,13.347
E01019798,16.448,0.115,0.115,15.224,0.045,0.224,16.592,14.965
E01019821,14.358,0.084,0.102,23.672,0.403,-0.462,10.199,9.003
E01019822,22.53,0.13,0.157,24.001,0.449,-0.198,27.937,10.531
E01019823,23.937,0.175,0.176,24.695,0.863,-0.843,6.969,12.599
E01019771,11.865,0.077,0.078,6.061,-0.205,-0.948,30.239,18.588
E01019772,6.669,0.042,0.059,2.14,-0.695,-0.58,27.094,9.098
E01019828,3.914,0.043,0.068,2.785,-0.427,-1.923,3.476,1.594
E01019829,5.111,0.055,0.069,3.786,-0.325,-1.441,9.684,2.268
E01019796,42.463,0.323,0.261,65.756,0.93,-0.166,6.804,2.963
E01019797,27.1,0.198,0.202,36.607,0.736,-0.52,3.919,6.952
E01019799,44.161,0.289,0.262,69.771,1.114,-0.349,23.032,7.029
E01019800,23.949,0.174,0.164,33.697,0.588,-0.487,15.727,9.167
E01019808,46.379,0.315,0.276,73.144,1.056,0.364,8.182,6.45
E01019826,29.47,0.199,0.198,53.579,0.847,-1.198,7.525,6.397
E01019769,12.982,0.054,0.063,7.139,-0.395,-0.784,30.892,43.714
E01019774,14.131,0.087,0.129,17.079,0.055,-0.561,12.17,10.442
E01019824,22.766,0.146,0.162,28.464,0.568,-0.923,23.982,8.152
E01019830,3.738,0.027,0.049,3.115,-0.659,-1.3,19.366,5.045
E01019831,4.033,0.029,0.043,5.412,-0.664,-1.735,21.793,4.388
E01019809,19.967,0.148,0.145,27.306,0.356,-0.241,8.46,10.5
E01019810,27.259,0.172,0.181,34.563,0.962,-0.113,7.61,16.328
E01019811,8.413,0.065,0.088,8.388,-0.191,-0.661,14.315,1.936
E01019812,11.321,0.078,0.097,16.2,-0.251,-0.607,18.751,5.805
E01019813,22.119,0.153,0.159,34.809,0.646,-0.94,10.453,7.587
E01019825,7.053,0.065,0.071,9.151,-0.12,-1.333,11.683,3.404
E01019773,26.43,0.193,0.167,37.427,0.736,-0.216,14.763,10.416
E01019775,31.651,0.218,0.214,48.702,0.946,-0.496,10.28,7.414
E01019776,27.187,0.189,0.187,37.654,0.795,-0.646,13.282,12.244
E01019777,33.46,0.264,0.204,54.887,0.952,-0.778,11.773,1.88
E01019814,12.059,0.077,0.086,15.499,0.009,-0.858,19.88,15.716
E01019817,37.84,0.282,0.221,56.939,1.212,-0.759,15.147,8.084
E01019818,31.075,0.269,0.201,38.659,0.68,-0.63,15.544,11.452
E01019819,16.411,0.101,0.11,17.036,-0.158,-0.99,27.43,24.905
E01019820,9.93,0.069,0.088,16.355,-0.029,-0.869,11.151,6.518
E01019791,18.174,0.134,0.118,33.789,0.097,-0.211,4.894,13.419
E01019792,26.918,0.2,0.188,39.105,0.737,-0.217,8.008,2.237
E01019815,15.431,0.123,0.113,21.534,0.219,-0.457,8.516,7.394
E01032586,18.516,0.147,0.14,27.938,0.16,-0.211,6.843,4.245
E01013174,60.382,0.527,0.308,83.727,0.825,-0.032,23.443,11.348
E01013175,15.2,0.072,0.091,20.109,-0.433,-1.22,35.498,21.29
E01013176,16.724,0.111,0.098,27.481,-0.142,-0.188,18.304,22.239
E01013177,56.076,0.376,0.361,59.834,1.04,0.633,22.326,14.581
E01013178,14.868,0.104,0.104,29.666,-0.359,-0.505,3.927,20.364
E01013179,26.021,0.186,0.154,40.003,0.303,0.399,14.717,15.93
E01013180,17.222,0.117,0.115,24.903,0.119,-0.028,14.59,13.393
E01013136,80.558,0.556,0.502,91.931,2.405,1.024,26.066,30.417
E01013137,81.054,0.552,0.549,99.502,2.077,1.588,22.104,22.175
E01013139,80.071,0.52,0.409,97.899,1.654,3.069,19.844,34.116
